asof,mm_net,or_net,oi,release,price_asof,price_entry,fwd_1w,fwd_2w,fwd_4w,mm_chg,mm_z_full,mm_z_roll52,mm_pct_rank,or_chg,or_z_full,or_z_roll52,or_pct_rank
2018-02-20,437931,251435,2431805,2018-02-23,61.91,63.52,-0.03668136020151147,-0.023614609571788403,0.035894206549118346,-10469.0,2.129233663052673,1.46313723585409,0.9835466179159049,-12426.0,1.5392743152666533,1.7389493444852018,0.9159049360146252
2018-02-27,460337,243767,2460214,2018-03-02,62.94,61.19,0.013564307893446648,0.017976793593724505,0.060140545840823734,22406.0,2.335849358710238,1.6192776939107962,0.9908592321755028,-7668.0,1.4320150089880495,1.4028452560676048,0.9012797074954296
2018-03-06,441124,245383,2451492,2018-03-09,62.54,62.02,0.004353434376007659,0.060948081264108334,0.00016123831022252233,-19213.0,2.1586777367933943,1.4115920110041418,0.9853747714808044,1616.0,1.4546194741610052,1.438944981127464,0.903107861060329
2018-03-13,425007,243526,2403162,2018-03-16,60.69,62.29,0.05634933376143847,0.04141916840584381,0.08123294268742964,-16117.0,2.0100557084566555,1.2231793282011922,0.9744058500914077,-1857.0,1.4286439222883698,1.311305933224493,0.8976234003656307
2018-03-20,456228,247480,2392391,2018-03-23,63.37,65.8,-0.014133738601823542,-0.05729483282674763,0.03738601823708221,31221.0,2.297958441390907,1.4301289742010435,0.9890310786106032,3954.0,1.4839521248217031,1.4104626515454215,0.9104204753199269
2018-03-27,463424,252346,2513575,2018-03-30,65.21,64.87,-0.04377986742716211,0.03823030676738082,0.04994604593802987,7196.0,2.364315959285749,1.4269190953829356,0.9926873857404022,4866.0,1.5520173027496746,1.5344866639601453,0.9195612431444241
2018-04-03,421064,278481,2547337,2018-04-06,63.41,62.03,0.08576495244236648,0.10043527325487678,0.12381105916491997,-42360.0,1.9736955509998235,1.0327766815534465,0.9707495429616088,26135.0,1.917591372858087,2.3921154591050597,0.9652650822669104
2018-04-10,416802,290278,2480033,2018-04-13,65.48,67.35,0.01351150705270987,0.01128433556050501,0.049591685226429094,-4262.0,1.9343937526024058,0.9662506197177878,0.9689213893967094,11797.0,2.082606766202986,2.665402761134403,0.979890310786106
2018-04-17,431557,296574,2596578,2018-04-20,66.5,68.26,-0.002197480222678072,0.0212423088192204,0.04351010840902436,14755.0,2.070456172910688,1.0543034671241034,0.979890310786106,6296.0,2.170674657743165,2.7498301735720148,0.9853747714808044
2018-04-24,424596,287827,2574820,2018-04-27,67.66,68.11,0.02349141095287033,0.03787990016150333,-0.0027896050506532877,-6961.0,2.006265694580227,0.9609702222405678,0.9725776965265083,-8747.0,2.0483223948298956,2.268608749002129,0.9780621572212066
2018-05-01,406101,284626,2621768,2018-05-04,67.28,69.71,0.014058241285324957,0.02180461913642251,-0.05594606225792553,-18495.0,1.83571507014094,0.7786959080263263,0.9670932358318098,-3201.0,2.003547089744109,2.0245961261857777,0.9744058500914077
2018-05-08,403121,276807,2658229,2018-05-11,68.83,70.69,0.0076389871268922604,-0.039185174706464765,-0.06959966048946109,-2980.0,1.808235164175594,0.7237802003303256,0.9616087751371115,-7819.0,1.8941756088113495,1.6761079298708492,0.9579524680073126
2018-05-15,377456,266988,2706454,2018-05-18,71.34,71.23,-0.04646918433244418,-0.07609153446581496,-0.08732275726519723,-25665.0,1.5715667794102899,0.47992100438786034,0.9323583180987203,-9819.0,1.756828304644734,1.3025248853041456,0.943327239488117
2018-05-22,354281,279105,2643354,2018-05-25,72.09,67.92,-0.031065959952885747,-0.03165488810365147,0.016195524146054074,-23175.0,1.3578597925824731,0.2554496807876746,0.8829981718464351,12117.0,1.92631982970705,1.6112277180195267,0.9670932358318098
2018-05-29,300987,306841,2620926,2018-06-01,66.8,65.81,-0.0006078103631668164,-0.012156207263333774,0.12642455553867182,-53294.0,0.8664121051606102,-0.2307919463012831,0.7879341864716636,27736.0,2.314288546314164,2.3167488898321578,0.9963436928702011
2018-06-05,286176,297400,2546827,2018-06-08,65.51,65.77,-0.011555420404439576,0.04941462672951191,0.1217880492625818,-14811.0,0.7298332839348584,-0.37989658797970516,0.7550274223034735,-9441.0,2.182228672738747,1.9329810049105733,0.9890310786106032
2018-06-12,290467,304826,2524439,2018-06-15,66.38,65.01,0.06168281802799558,0.14028610982925693,0.09260113828641736,4291.0,0.7694025042359658,-0.3695032859527095,0.7586837294332724,7426.0,2.286102904406054,2.03331372875296,0.9926873857404022
2018-06-19,295863,285084,2458404,2018-06-22,65.09,69.02,0.0740365111561867,0.06896551724137945,0.01869023471457565,5396.0,0.8191614212121426,-0.36708369421156867,0.7751371115173674,-19742.0,2.0099535532646624,1.3998776005491302,0.9762340036563071
2018-06-26,378871,246220,2423829,2018-06-29,75.23,74.13,-0.0047214353163360645,-0.04181842708754879,-0.07378928908673954,83008.0,1.584615124021352,0.3860017597003827,0.9360146252285192,-38864.0,1.466327356184374,0.2804779401955965,0.9085923217550275
2018-07-03,430828,225892,2466531,2018-07-06,74.19,73.78,-0.03727297370561122,-0.04703171591217126,-0.07169964760097591,51957.0,2.0637337395386286,0.8755528519207142,0.9780621572212066,-20328.0,1.181981088835462,-0.3066167207057611,0.8555758683729433
2018-07-10,429716,224749,2499172,2018-07-13,74.11,71.03,-0.01013656201604951,-0.03336618330282981,-0.048148669576235426,-1112.0,2.0534794927488753,0.8360485716720477,0.9762340036563071,-1143.0,1.1659929058573135,-0.3557086880667698,0.8519195612431444
2018-07-17,390762,240532,2440486,2018-07-20,68.03,70.31,-0.0234675010667047,-0.025885364812971212,-0.06229554828616124,-38954.0,1.6942673259790464,0.39359010688870555,0.9524680073126143,15783.0,1.3867641149072876,0.07138433107898437,0.8903107861060329
2018-07-24,383645,226826,2361062,2018-07-27,70.77,68.66,-0.002475968540635032,-0.015292746868628027,0.015292746868627916,-7117.0,1.6286383022356345,0.2902128909267126,0.9451553930530164,-13706.0,1.1950457982856728,-0.36295981935232835,0.8628884826325411
2018-07-31,384445,228955,2349169,2018-08-03,69.88,68.49,-0.01284859103518754,-0.037377719375091045,0.019710906701708497,800.0,1.6360154581994857,0.28029829436662274,0.946983546617916,2129.0,1.2248260621181124,-0.3222033249385163,0.8683729433272395
2018-08-07,379245,229682,2342575,2018-08-10,69.17,67.61,-0.02484839520780935,0.031060494009761852,0.0017748853719865565,-5200.0,1.5880639444344524,0.2040136311374973,0.9396709323583181,727.0,1.2349952738636192,-0.3256801855904421,0.870201096892139
2018-08-14,332508,240920,2329989,2018-08-17,67.04,65.93,0.05733353556802645,0.05930532382830278,0.04626118610647656,-46737.0,1.1570812715813055,-0.33297045694625205,0.8354661791590493,11238.0,1.3921914246146556,-0.0044258685620838034,0.8939670932358318
2018-08-21,331660,207125,2235767,2018-08-24,67.32,69.71,0.0018648687419309251,-0.028403385454023655,0.01563620714388181,-848.0,1.149261486259623,-0.3646710033189174,0.829981718464351,-33795.0,0.919469951520575,-1.0972525569261946,0.7879341864716636
2018-08-28,358237,192076,2240977,2018-08-31,68.54,69.84,-0.03021191294387171,-0.012313860252004538,0.047537227949598915,26577.0,1.3943398288237177,-0.1178236614608075,0.8921389396709324,-15049.0,0.708965869597426,-1.525363661467367,0.7404021937842779
2018-09-04,377741,187989,2303047,2018-09-07,69.82,67.73,0.01845563265908745,0.04532703381071901,0.0964122250110735,19504.0,1.574194891222412,0.07591199852688335,0.9341864716636198,-4087.0,0.6517972748190414,-1.6092202638639854,0.7257769652650823
2018-09-11,348568,195277,2281869,2018-09-14,69.29,68.98,0.026384459263554483,0.060597274572339765,0.035227602203537156,-29173.0,1.30517767755562,-0.3817715456544333,0.8738574040219378,7288.0,0.7537411746832124,-1.3498535395276896,0.7550274223034735
2018-09-18,326757,203609,2228937,2018-09-21,69.87,70.8,0.03333333333333344,0.04887005649717535,-0.023163841807909646,-21811.0,1.1040487416461697,-0.7600991055144071,0.8135283363802559,8332.0,0.8702884542754562,-1.0893189443643114,0.7769652650822669
2018-09-25,333641,226444,2225779,2018-09-28,73.4,73.16,0.015035538545653537,-0.02392017495899401,-0.07627118644067798,6884.0,1.16752916871511,-0.696170216890928,0.8372943327239488,22835.0,1.1897024160480063,-0.42494398557393137,0.8610603290676416
2018-10-02,329499,219410,2245589,2018-10-05,75.16,74.26,-0.03837866953945612,-0.06867761917586868,-0.15001346619983846,-4142.0,1.1293339437122698,-0.8088944366939524,0.8190127970749543,-7034.0,1.091311445734535,-0.6672930456824376,0.8354661791590493
2018-10-09,296677,231374,2217171,2018-10-12,74.95,71.41,-0.031508192129953816,-0.053633944825654645,-0.15712085142136956,-32822.0,0.8266676774053613,-1.388248638222776,0.7787934186471663,11964.0,1.2586628203194612,-0.33683927428953,0.8756855575868373
2018-10-16,249552,243677,2218887,2018-10-19,71.93,69.16,-0.02284557547715438,-0.08733371891266628,-0.1831983805668016,-47125.0,0.3921070839097466,-2.209782148429669,0.6709323583180987,12303.0,1.430756096942526,0.041176605913414197,0.8994515539305301
2018-10-23,199449,255829,2131494,2018-10-26,66.49,67.58,-0.06599585676235575,-0.10935187925421719,-0.19488014205386217,-50103.0,-0.06991497266130453,-2.9291111119986666,0.5173674588665448,12152.0,1.6007371989114347,0.4153095613217897,0.926873857404022
2018-10-30,186510,246128,2093055,2018-11-02,66.18,63.12,-0.046419518377693314,-0.10503802281368813,-0.1955006337135614,-12939.0,-0.18923124893164425,-2.89275670331341,0.4844606946983547,-9701.0,1.4650404683156164,0.0683066579308646,0.906764168190128
2018-11-06,148169,255614,2075239,2018-11-09,62.16,60.19,-0.06147200531649766,-0.09602924073766406,-0.12344243229772389,-38341.0,-0.5427906699441719,-3.0870946724841466,0.34186471663619744,9486.0,1.5977297979137952,0.36180284664746043,0.9250457038391224
2018-11-13,135681,245517,2110793,2018-11-16,55.63,56.49,-0.03682067622588081,-0.10107983713931668,-0.09258275801026739,-12488.0,-0.6579480745398905,-2.9162695446502434,0.2797074954296161,-10097.0,1.4564938543176735,0.0008963381857892813,0.9049360146252285
2018-11-20,132950,234237,1998866,2018-11-23,53.39,54.41,-0.06671567726520855,-0.03032530784782206,-0.16596213931262627,-2731.0,-0.6831318407114877,-2.691160950940765,0.2687385740402194,-11280.0,1.298710211278726,-0.3860462109057461,0.8793418647166362
2018-11-27,128444,219677,2020092,2018-11-30,51.31,50.78,0.03899172902717596,0.00945254037022436,-0.1108704214257582,-4506.0,-0.7246836716778801,-2.51457802248843,0.24680073126142596,-14560.0,1.0950462181362548,-0.8985318040034573,0.8372943327239488
2018-12-04,103980,226166,2048735,2018-12-07,53.21,52.76,-0.028430629264594387,-0.13987869598180436,-0.09476876421531466,-24464.0,-0.9502771010524523,-2.5425771889387017,0.18647166361974407,6489.0,1.1858137766185004,-0.6841317578550553,0.8574040219378428
2018-12-11,94640,214866,2050634,2018-12-14,51.65,51.26,-0.11470932500975406,-0.11919625438938741,0.00351150994927818,-9340.0,-1.0364053969304161,-2.428395472878412,0.14442413162705667,-11300.0,1.0277503753472144,-1.065874340759699,0.8190127970749543
2018-12-18,67296,242312,2063376,2018-12-21,46.12,45.38,-0.005068312031732081,0.05244601145879235,0.18113706478624936,-27344.0,-1.288556587774853,-2.4702141980124397,0.07312614259597806,27446.0,1.4116625975854193,-0.12504787470820192,0.8957952468007313
2018-12-24,76210,230102,2073992,2018-12-27,45.38,44.48,0.05485611510791388,0.17850719424460437,0.1901978417266188,8914.0,-1.20635662744764,-2.224691487897415,0.09323583180987204,-12210.0,1.240870196742729,-0.5523717518409321,0.8738574040219378
2018-12-31,78117,220596,2104675,2019-01-03,45.15,46.92,0.11722080136402391,0.10464620630861043,0.14748508098891744,1907.0,-1.1887713319188096,-2.069000073024164,0.10237659963436929,-9506.0,1.1079011089122117,-0.8688596295696827,0.8409506398537477
2019-01-08,59699,217512,2120930,2019-01-11,49.58,51.44,0.04199066874028001,0.04062986003110436,0.02546656298600314,-18418.0,-1.3586119050965757,-2.080212272606561,0.062157221206581355,-3084.0,1.0647623894856058,-0.9667636168152008,0.8263254113345521
2019-01-15,96462,210463,2103777,2019-01-18,51.8,53.6,-0.0013059701492537101,0.031529850746268684,0.03694029850746272,36763.0,-1.0196039242227448,-1.7097175660100508,0.15539305301645337,-7049.0,0.9661616004978806,-1.1907733842180055,0.8043875685557587
2019-01-22,125231,209628,2048817,2019-01-25,52.59,53.53,0.03287875957407049,-0.014571268447599484,0.06501027461236686,28769.0,-0.7543121743176978,-1.4279854869519137,0.2413162705667276,-835.0,0.9544816942977457,-1.184641670682792,0.7989031078610603
2019-01-29,153642,187269,2042018,2019-02-01,53.07,55.29,-0.04593959124615665,0.005245071441490223,0.00850063302586368,28411.0,-0.49232170170647427,-1.1657392873508545,0.3546617915904936,-22359.0,0.6417259784548532,-1.8349907108215104,0.720292504570384
2019-02-05,148005,173604,2057061,2019-02-08,53.69,52.75,0.05364928909952593,0.08075829383886246,0.05725118483412328,-5637.0,-0.5443029869167614,-1.1643499532905581,0.340036563071298,-13665.0,0.4505811662095326,-2.1355764453051873,0.6636197440585009
2019-02-12,136383,151831,2077398,2019-02-15,53.14,55.58,0.02572867938107226,0.0032385750269880997,0.05271680460597339,-11622.0,-0.651474620181611,-1.2062851272354136,0.2851919561243144,-21773.0,0.14602236657415998,-2.5785512338741383,0.5722120658135283
2019-02-19,143449,170518,2019218,2019-02-22,56.12,57.01,-0.02192597789861428,-0.021750570075425246,0.03262585511313798,7066.0,-0.5863158901308945,-1.1083885036318883,0.3053016453382084,18687.0,0.4074144709596929,-1.9126509229036077,0.6453382084095064
2019-02-26,147914,179757,2025884,2019-03-01,55.4,55.76,0.00017934002869446353,0.04931850789096126,0.07944763271162114,4465.0,-0.5451421384076495,-1.0350248976723084,0.33638025594149906,9239.0,0.5366487863884903,-1.5759928588104044,0.6983546617915904
2019-03-05,176067,172734,2067851,2019-03-08,56.55,55.77,0.04913035682266442,0.055585440200824676,0.13143266989420832,28153.0,-0.28553079859476793,-0.7839624977158512,0.44972577696526506,-7023.0,0.43841168310280526,-1.6839582022854027,0.6563071297989032
2019-03-12,183808,178457,2012864,2019-03-15,56.89,58.51,0.006152794394120642,0.028713040505896403,0.09143736113484868,7741.0,-0.21414759319955196,-0.6929746153414238,0.47714808043875684,5723.0,0.518464501286484,-1.4650062175791534,0.6855575868372943
2019-03-19,238665,176081,1962559,2019-03-22,59.12,58.87,0.02242228639374888,0.0718532359436046,0.08748089009682358,54857.0,0.29171321268668543,-0.23062556798428707,0.6398537477148081,-2376.0,0.48522922328466317,-1.4616937662840055,0.680073126142596
2019-03-26,267051,181568,1968511,2019-03-29,59.87,60.19,0.04834690147865106,0.060973583651769525,0.051503572021930566,28386.0,0.5534731491740387,0.029956211988312043,0.716636197440585,5487.0,0.5619808943267469,-1.2675203134625237,0.7093235831809872
2019-04-02,285702,195659,1975009,2019-04-05,62.53,63.1,0.01204437400950864,0.014580031695720974,-0.017749603803486558,18651.0,0.7254623190262766,0.2095006585210822,0.753199268738574,14091.0,0.759084556920879,-0.8735395790385411,0.7586837294332724
2019-04-09,320058,196604,2021814,2019-04-12,64.05,63.86,0.0025054807391167166,-0.008925775133103664,-0.03460695270905101,34356.0,1.04227428189387,0.5221219502910294,0.8062157221206582,945.0,0.7723031333988758,-0.8173796357324259,0.7605118829981719
2019-04-16,320048,195210,2092151,2019-04-19,64.01,64.02,-0.011402686660418548,-0.03186504217432051,-0.019525148391127622,-10.0,1.0421820674443218,0.5506317809757261,0.8043875685557587,-1394.0,0.7528039846048783,-0.8239737375161262,0.753199268738574
2019-04-23,330396,216963,2139213,2019-04-26,66.24,63.29,-0.02069837257070628,-0.025912466424395597,-0.07726339074103339,10348.0,1.1376055798367382,0.66778922634372,0.8244972577696527,21753.0,1.0570830260079123,-0.2095542860112186,0.8244972577696527
2019-04-30,315998,208105,2144648,2019-05-03,63.83,61.98,-0.005324298160697016,0.012746047111971803,-0.13697967086156815,-14398.0,1.0048352153773246,0.5638453695057689,0.8007312614259597,-8858.0,0.9331781049051644,-0.4240153275067737,0.7952468007312614
2019-05-07,281128,213208,2133539,2019-05-10,61.41,61.65,0.018167072181670907,-0.052716950527169515,-0.1248986212489861,-34870.0,0.6832834298029568,0.276189723483118,0.7422303473491774,5103.0,1.0045584178863478,-0.25063347245410333,0.8153564899451554
2019-05-14,264539,223269,2153657,2019-05-17,61.82,62.77,-0.0696192448621954,-0.14784132547395257,-0.16409112633423617,-16589.0,0.5303088794475456,0.1461988623771071,0.7129798903107861,10061.0,1.14529079666426,0.06593196157231279,0.8446069469835467
2019-05-21,238734,239664,2085029,2019-05-24,63.02,58.4,-0.08407534246575332,-0.07619863013698625,-0.017979452054794454,-25805.0,0.2923494923885676,-0.07307047745058587,0.6416819012797075,16395.0,1.3746226076237942,0.5858828389102267,0.8884826325411335
2019-05-28,201307,237631,2102854,2019-05-31,58.91,53.49,0.008599738268835422,-0.019068984856982718,0.08805384183959619,-37427.0,-0.05278152793525992,-0.4056968479185458,0.5246800731261426,-2033.0,1.3461851833065794,0.6046516272433744,0.8848263254113345
2019-06-04,170376,229792,2078407,2019-06-07,53.5,53.95,-0.027432808155699817,0.06302131603336414,0.057645968489342,-30931.0,-0.338010041832615,-0.6725170508386978,0.4296160877513711,-7839.0,1.236533944141481,0.4198598597398248,0.8720292504570384
2019-06-11,118401,233254,2057046,2019-06-14,53.3,52.47,0.09300552696779119,0.10920526014865639,0.1433199923765962,-51975.0,-0.8172946433590782,-1.115309413514458,0.22486288848263253,3462.0,1.2849600941592858,0.6447821933063504,0.8775137111517367
2019-06-18,152679,210408,2003618,2019-06-21,53.86,57.35,0.01482127288578905,-0.0050566695727986,-0.03365300784655623,34278.0,-0.5012019531979602,-0.7706641905748488,0.3510054844606947,-22846.0,0.9653922653589495,-0.18010416613454633,0.8025594149908593
2019-06-25,161211,217592,2004961,2019-06-28,57.63,58.2,-0.019587628865979423,0.030756013745704358,-0.03711340206185576,8532.0,-0.4225245848434863,-0.6619790276867618,0.3857404021937843,7184.0,1.06588142241496,0.1373475152039655,0.8281535648994516
2019-07-02,173609,219201,2031169,2019-07-05,56.0,57.06,0.05134945671223279,-0.02874167542937256,-0.02436032246757802,12398.0,-0.308197110293701,-0.5165284513106493,0.4405850091407678,1609.0,1.088387972206597,0.20971171989588436,0.8336380255941499
2019-07-09,177037,213112,1999766,2019-07-12,57.57,59.99,-0.07617936322720453,-0.06584430738456415,-0.09301550258376401,3428.0,-0.27658599698859826,-0.4530275644873748,0.453382084095064,-6089.0,1.0032155783711227,-0.03374931122683256,0.8135283363802559
2019-07-16,219643,204119,2089629,2019-07-19,57.44,55.42,0.011187297004691343,0.004511006856730448,-0.010645976181883898,42606.0,0.11630288675621152,0.006049211356547398,0.5758683729433273,-8993.0,0.8774222892000895,-0.3826118854900918,0.7787934186471663
2019-07-23,178724,219127,2056492,2019-07-26,56.58,56.04,-0.006602426837972852,-0.029086366880799464,-0.03497501784439683,-40919.0,-0.2610294193498269,-0.3848439003788189,0.4625228519195612,15008.0,1.0873528667469445,0.25497092520148545,0.8318098720292505
2019-07-30,180620,206671,2069072,2019-08-02,58.04,55.67,-0.022633375246991272,-0.015088916831327515,-0.010777797736662542,1896.0,-0.24354555971549932,-0.3336468310486885,0.46983546617915906,-12456.0,0.9131194396464897,-0.25273565062297615,0.7842778793418648
2019-08-06,178649,196992,2070210,2019-08-09,53.6,54.41,0.007719169270354653,-0.006065061569564434,0.03749310788458016,-1971.0,-0.2617210277214379,-0.3235884653750842,0.4606946983546618,-9679.0,0.7777304431062438,-0.6362172278724513,0.7641681901279708
2019-08-13,210389,171755,2059135,2019-08-16,57.05,54.83,-0.013678643078606556,0.004377165785154125,-0.001276673354003277,31740.0,0.030967635144361787,0.062139675002735144,0.5539305301645339,-25237.0,0.4247175176298328,-1.6290777602564184,0.6508226691042047
2019-08-20,220432,194203,2002847,2019-08-23,56.18,54.08,0.018306213017751594,0.04382396449704151,0.07100591715976345,10043.0,0.12357860682555985,0.20657260258562005,0.5795246800731262,22448.0,0.7387181576066318,-0.6764813868541165,0.7513711151736746
2019-08-27,193681,197969,2003007,2019-08-30,54.99,55.07,0.025059015798075235,-0.005629199201016899,0.01597966224804792,-26751.0,-0.12310426716067228,-0.0729596674571552,0.5027422303473492,3766.0,0.7913966327559825,-0.525900113726554,0.7659963436928702
2019-09-03,179596,204561,2082415,2019-09-06,53.91,56.45,-0.029937998228520946,0.026040744021257778,-0.06395039858281659,-14085.0,-0.252988319349229,-0.20748380807229858,0.4643510054844607,6592.0,0.8836049461347717,-0.26587560843732333,0.7806215722120659
2019-09-10,220488,207717,2080994,2019-09-13,57.37,54.76,0.05770635500365229,0.021731190650109644,0.0,40892.0,0.12409500774302944,0.3582408040411813,0.5813528336380256,3156.0,0.9277507951977964,-0.14356852819123436,0.7925045703839122
2019-09-17,226814,200291,2073041,2019-09-20,59.26,57.92,-0.03401243093922646,-0.08770718232044195,-0.07199585635359118,6326.0,0.18242986852718346,0.481220419229642,0.6124314442413162,-7426.0,0.8238765635304892,-0.454531360105616,0.7696526508226691
2019-09-24,208712,215450,2048088,2019-09-27,57.22,55.95,-0.05558534405719395,-0.021268990169794555,0.010187667560321634,-18102.0,0.01550327195513853,0.2775455177283556,0.5447897623400365,15159.0,1.0359193157315003,0.19573430459570224,0.8208409506398537
2019-10-01,141223,248096,2085676,2019-10-04,53.6,52.84,0.036336109008326956,0.01722180166540488,0.060560181680545,-67489.0,-0.6068428266003106,-0.6487020838876709,0.30347349177330896,32646.0,1.4925686783777308,1.5232747197584908,0.9122486288848263
2019-10-08,97063,258022,2105717,2019-10-11,52.64,54.76,-0.018444119795471114,0.03214024835646456,0.041271000730460194,-44160.0,-1.0140618358049016,-1.2537609782336436,0.15722120658135283,9926.0,1.6314126890873577,1.8604060720918918,0.9323583180987203
2019-10-15,90462,266422,2136717,2019-10-18,52.81,53.75,0.05153488372093018,0.04260465116279066,0.07051162790697663,-6601.0,-1.0749325939516294,-1.2974934955618915,0.12614259597806216,8400.0,1.7489111466695526,2.117842450985205,0.9414990859232175
2019-10-22,99852,266320,2081290,2019-10-25,54.21,56.52,-0.008492569002123251,0.008846426043878308,0.020523708421797515,9390.0,-0.988343225825925,-1.1180948361597163,0.17184643510054845,-102.0,1.747484379684626,2.0749604674128386,0.9396709323583181
2019-10-29,111453,271894,2045914,2019-11-01,55.34,56.04,0.017487508922198414,0.02676659528907921,0.03711634546752318,11601.0,-0.8813652429051265,-0.9206303099547798,0.21023765996343693,5574.0,1.8254529990373825,2.197220883478795,0.9542961608775137
2019-11-05,130202,275938,2083893,2019-11-08,57.04,57.02,0.009119607155384069,0.011574886004910523,0.03823219922834098,18749.0,-0.7084723714473169,-0.6432496546255402,0.25411334552102377,4044.0,1.882020113616239,2.2695435567937188,0.9561243144424132
2019-11-12,163519,261078,2151499,2019-11-15,56.67,57.54,0.0024330900243310083,0.010079944386513606,0.04466458116093164,33317.0,-0.40124148988777536,-0.17159365126052653,0.40219378427787933,-14860.0,1.6741597469886895,1.6928633166441442,0.9341864716636198
2019-11-19,138070,291905,2123596,2019-11-22,54.93,57.68,0.007628294036061023,0.026352288488210807,0.04767683772538134,-25449.0,-0.6359180425428396,-0.5410369502765504,0.2906764168190128,30827.0,2.105365098403728,2.5824601803109157,0.9817184643510055
2019-11-26,209187,261749,2187168,2019-11-29,58.25,58.12,0.018582243633860962,0.0342395044735031,0.06262904335856856,71117.0,0.01988345830867523,0.4656801874915436,0.5484460694698354,-30156.0,1.6835456356836482,1.5103471720313468,0.9360146252285192
2019-12-03,151189,276846,2163757,2019-12-06,56.15,59.2,0.015371621621621534,0.020777027027026884,0.06418918918918903,-57998.0,-0.5149419061806333,-0.3916491027932793,0.3473491773308958,15097.0,1.8947211373644097,1.903787495859069,0.9597806215722121
2019-12-10,241017,254522,2229813,2019-12-13,59.22,60.11,0.005323573448677399,0.027449675594742873,-0.01813342205955737,89828.0,0.3134020512204082,0.8875915851617527,0.6508226691042047,-22324.0,1.5824549984281098,1.1585198708208857,0.923217550274223
2019-12-17,285329,251048,2166584,2019-12-20,60.88,60.43,0.022008935958960807,0.042528545424458164,-0.031110375641237864,44312.0,0.7220227200581308,1.4875836193325485,0.7513711151736746,-3474.0,1.533860993470902,1.0399660517188698,0.9140767824497258
2019-12-24,293720,256357,2114661,2019-12-27,61.17,61.76,0.020077720207253957,-0.0443652849740932,-0.1241904145077719,8391.0,0.7993998646739761,1.5529457203911041,0.7678244972577697,5309.0,1.6081228162451726,1.1746569294158957,0.9287020109689214
2019-12-31,300778,254079,2145567,2020-01-03,61.14,63.0,-0.0631746031746031,-0.07063492063492072,-0.18126984126984125,7058.0,0.8644848231650539,1.5969530208147709,0.7861060329067642,-2278.0,1.5762583535818107,1.072803469022816,0.9213893967093236
2020-01-07,310527,256745,2244930,2020-01-10,62.7,59.02,-0.007963402236530137,-0.08353100643849543,-0.14706879024059638,9749.0,0.9543846900295367,1.6896920924786445,0.7970749542961609,2666.0,1.6135501259525407,1.1168614833764021,0.9305301645338209
2020-01-14,237049,293263,2215893,2020-01-17,58.34,58.55,-0.07617421007685732,-0.11904355251921428,-0.11135781383432952,-73478.0,0.2768113576397058,0.5544320970634641,0.6361974405850092,36518.0,2.1243606823795163,2.0713037765532802,0.9835466179159049
2020-01-21,243696,276872,2146832,2020-01-24,58.25,54.09,-0.046404141246071506,-0.06932889628397121,-0.013496025143279744,6647.0,0.33810630225435523,0.6275244121013245,0.6544789762340036,-16391.0,1.8950848230664499,1.5294284868839467,0.9616087751371115
2020-01-28,178459,283303,2172019,2020-01-31,53.33,51.58,-0.024040325707638477,0.008724311748739888,-0.13086467623109732,-65237.0,-0.2634731022628526,-0.39339012713400817,0.4570383912248629,6431.0,1.9850410826749136,1.6297662438677805,0.9707495429616088
2020-02-04,126709,270665,2271741,2020-02-07,49.59,50.34,0.03357171235597933,0.05999205403257846,-0.18275725069527216,-51750.0,-0.7406828786744826,-1.1853518661277473,0.24314442413162707,-12638.0,1.808261855660178,1.2351512517600316,0.946983546617916
2020-02-11,112393,284376,2213522,2020-02-14,50.0,52.03,0.02556217566788388,-0.13838170286373253,-0.39035172016144537,-14316.0,-0.8726970846476013,-1.3877474973094674,0.21389396709323583,13711.0,2.0000501118398772,1.5727603292479497,0.9725776965265083
2020-02-18,105323,306441,2138168,2020-02-21,52.1,53.36,-0.1598575712143928,-0.2290104947526237,-0.6349325337331334,-7070.0,-0.937892700478137,-1.4653530741882035,0.19378427787934185,22065.0,2.308693381667393,2.084411642981798,0.9945155393053017
2020-02-25,134431,297035,2179833,2020-02-28,49.78,44.83,-0.08231095248717368,-0.29243809948695065,-0.654695516395271,29108.0,-0.669474880733408,-1.017061751187412,0.2760511882998172,-9406.0,2.1771230849985685,1.7431189627149222,0.9872029250457038
2020-03-03,110488,277881,2196089,2020-03-06,47.27,41.14,-0.22897423432182795,-0.5264948954788526,-0.31064657267865825,-23943.0,-0.8902639372865222,-1.3371770399633982,0.20475319926873858,-19154.0,1.90919862588793,1.178990868227942,0.9634369287020109
2020-03-10,146784,240613,2220972,2020-03-13,34.47,31.72,-0.3858764186633039,-0.5119798234552333,-0.27805800756620436,36296.0,-0.5555623712065894,-0.7836650661688129,0.3272394881170018,-37268.0,1.3878971357482588,0.11201803588768369,0.8921389396709324
2020-03-17,158167,282070,2154450,2020-03-20,26.96,19.48,-0.20533880903490764,0.45585215605749485,-0.06006160164271057,11383.0,-0.45059466328594044,-0.5926630141831605,0.3692870201096892,41457.0,1.9677939876512414,1.2543757612807866,0.9689213893967094
2020-03-24,165060,270953,2141284,2020-03-27,21.03,15.48,0.8320413436692506,0.4793281653746768,0.032945736434108586,6893.0,-0.3870312432124068,-0.46573731614356784,0.40950639853747717,-11117.0,1.8122903742058531,0.9003587913089485,0.9488117001828154
